Part Name,Material Composition,Age (years),Condition,Location,Manufacturer,Aircraft Model,Potential Use Cases,New Parts Carbon Footprint (kg CO2e),Recycled Parts Carbon Footprint (kg CO2e),Water Usage - New Parts (liters),Water Usage - Recycled Parts (liters),Landfill Waste - New Parts (kg),Landfill Waste - Recycled Parts (kg),Energy Consumption - New Parts (kWh),Energy Consumption - Recycled Parts (kWh),Recycling Rate (%),Toxicity Score - New Parts,Toxicity Score - Recycled Parts,Remanufacturing Potential,Life Cycle Assessment,Renewable Material Content (%),Carbon Footprint Saved (kg CO2e),Water Usage Saved (liters),Landfill Waste Saved (kg),Energy Consumption Saved (kWh),Toxicity Score Difference,Remanufacturing Potential (%),Life Cycle Assessment Score
Engine,Titanium,18,Used,Europe,Cessna,Citation X,Furniture,615,106,1388,313,503,93,4819,427,64.80867101,8.52336866,2.223407648,0.08581315974,75.1962916,82.84963995,509,1075,410,4392,6.299961012,8.581315974,75.1962916
Wing,Composite,4,Used,North America,Bombardier,G650,Building Materials,997,149,5320,654,536,52,3863,134,94.5746716,1.29985163,2.95668833,0.2807417455,4.023810211,77.57738744,848,4666,484,3729,-1.6568367,28.07417455,4.023810211
Fuselage,Composite,2,New,South America,Boeing,E175,Aircraft Maintenance,598,38,8071,408,939,117,2661,480,62.31733691,5.218126197,4.145300962,0.5326525926,9.946131693,40.0709531,560,7663,822,2181,1.072825234,53.26525926,9.946131693
Fuselage,Composite,2,Used,North America,Airbus,Citation X,Art Installations,709,30,6039,315,797,156,1467,382,73.27232863,3.489782992,4.58355029,0.7580653669,57.42626147,9.115189291,679,5724,641,1085,-1.093767298,75.80653669,57.42626147
Engine,Titanium,4,New,Australia,Boeing,G650,Art Installations,862,67,9749,636,999,150,2657,315,93.47429899,2.704017519,2.183165291,0.8218880378,35.82966516,80.88674838,795,9113,849,2342,0.520852228,82.18880378,35.82966516
Wing,Composite,8,Used,North America,Gulfstream,737,Automotive Components,147,43,1486,875,950,168,631,342,67.40686219,3.822239924,4.560013531,0.2470949602,46.08610511,92.72309264,104,611,782,289,-0.7377736066,24.70949602,46.08610511
Avionics,Aluminum,16,New,North America,Gulfstream,737,Art Installations,167,59,5845,382,828,52,2190,130,79.0924061,6.293407776,4.284944936,0.02924057183,14.19441901,70.81486051,108,5463,776,2060,2.00846284,2.924057183,14.19441901
Wing,Composite,13,New,Africa,Cessna,Citation X,Automotive Components,373,133,3609,847,946,133,1673,273,58.29149666,9.957214073,2.391426081,0.6167781594,39.84629548,5.164314522,240,2762,813,1400,7.565787993,61.67781594,39.84629548
Avionics,Aluminum,33,New,North America,Airbus,A320,Automotive Components,373,42,2304,917,481,33,2118,478,75.13971661,3.875660526,4.418440833,0.3920728883,85.70595448,55.21428387,331,1387,448,1640,-0.5427803069,39.20728883,85.70595448
Wing,Steel,9,New,South America,Airbus,737,Art Installations,893,105,9714,536,752,138,4598,325,80.82166155,9.368689079,4.785007188,0.5153047507,25.20078566,4.421004409,788,9178,614,4273,4.583681891,51.53047507,25.20078566
Avionics,Composite,25,New,North America,Bombardier,Citation X,Building Materials,613,117,9823,405,597,82,1443,123,84.85116439,4.892413977,4.717739374,0.53241517,33.74667343,24.07749386,496,9418,515,1320,0.1746746026,53.241517,33.74667343
Avionics,Steel,37,New,South America,Airbus,Citation X,Building Materials,159,157,3622,473,478,123,2772,100,71.25618206,6.780092237,2.975774593,0.4481113068,74.36106713,14.55750034,2,3149,355,2672,3.804317645,44.81113068,74.36106713
Avionics,Composite,35,Used,Australia,Bombardier,Citation X,Art Installations,410,86,7112,664,753,69,2944,291,50.65056505,5.670797576,3.405474875,0.450955109,99.50041692,95.91921286,324,6448,684,2653,2.265322701,45.0955109,99.50041692
Landing Gear,Composite,10,Used,Asia,Bombardier,737,Automotive Components,963,134,7528,667,458,76,4290,268,76.70860938,6.57266394,2.782991683,0.4002030848,35.29622858,13.02190912,829,6861,382,4022,3.789672258,40.02030848,35.29622858
Engine,Aluminum,5,New,Africa,Cessna,A320,Art Installations,376,31,2767,963,477,77,4281,202,52.81217402,9.965056605,4.529475697,0.6655573999,91.84402432,78.68363712,345,1804,400,4079,5.435580908,66.55573999,91.84402432
Landing Gear,Aluminum,48,New,Africa,Gulfstream,A320,Furniture,591,118,2365,319,380,70,825,198,67.69534017,6.435502251,1.136707788,0.1532856587,15.36220995,57.56835554,473,2046,310,627,5.298794463,15.32856587,15.36220995
Engine,Titanium,18,Used,South America,Embraer,A320,Building Materials,385,163,5833,504,719,109,2997,143,82.2923023,7.256949515,1.282500051,0.8904754426,69.31676739,48.01049268,222,5329,610,2854,5.974449464,89.04754426,69.31676739
Fuselage,Steel,43,Used,Australia,Airbus,E175,Furniture,658,35,7604,558,268,191,635,188,93.88175501,3.539118685,3.541239066,0.9680519461,69.46269012,65.15613027,623,7046,77,447,-0.00212038117,96.80519461,69.46269012
Fuselage,Composite,31,Used,Europe,Boeing,A320,Building Materials,638,38,8723,603,313,51,1570,367,52.02885743,5.764098069,3.478551308,0.3532256538,24.7006737,24.97086041,600,8120,262,1203,2.285546761,35.32256538,24.7006737
Engine,Aluminum,31,New,South America,Boeing,Citation X,Aircraft Maintenance,805,78,7718,992,899,121,605,194,67.05860087,1.868113965,2.161091657,0.4716117071,1.069781668,76.31165559,727,6726,778,411,-0.2929776918,47.16117071,1.069781668
Wing,Composite,23,Used,North America,Cessna,737,Aircraft Maintenance,751,112,5902,466,789,34,4109,440,71.31391472,4.920862645,1.203095085,0.0764932257,10.84148576,17.92697977,639,5436,755,3669,3.717767559,7.64932257,10.84148576
Avionics,Titanium,37,New,Africa,Boeing,A320,Furniture,866,109,3298,282,308,90,2307,195,94.32021252,5.214419569,3.231828933,0.3693561007,34.23612898,58.61019534,757,3016,218,2112,1.982590636,36.93561007,34.23612898
Landing Gear,Steel,9,New,South America,Cessna,CRJ900,Art Installations,799,60,9979,674,775,28,3512,414,79.80688508,6.309157361,2.45038878,0.1010974126,94.8085093,75.37907876,739,9305,747,3098,3.858768581,10.10974126,94.8085093
Landing Gear,Aluminum,0,Used,Australia,Boeing,CRJ900,Building Materials,447,150,7149,815,184,131,1019,276,87.07679907,7.600788733,3.520924447,0.8822847661,67.41579985,66.44034845,297,6334,53,743,4.079864286,88.22847661,67.41579985
Fuselage,Titanium,30,New,North America,Boeing,737,Automotive Components,570,145,2841,483,555,67,4403,466,50.75070076,6.022743311,2.942124953,0.2288207546,73.22958965,2.631105605,425,2358,488,3937,3.080618358,22.88207546,73.22958965
Fuselage,Steel,28,Used,South America,Airbus,CRJ900,Art Installations,786,88,3609,785,510,175,4582,316,77.83043029,8.807153101,1.922759831,0.545788969,91.48149746,49.43779083,698,2824,335,4266,6.88439327,54.5788969,91.48149746
Engine,Titanium,25,New,North America,Cessna,737,Furniture,532,63,3273,674,550,32,2411,317,93.81417465,5.873744511,3.341863836,0.4247911471,44.88099305,73.96292381,469,2599,518,2094,2.531880674,42.47911471,44.88099305
Engine,Aluminum,20,Used,North America,Airbus,A320,Aircraft Maintenance,344,70,5237,891,324,151,3283,349,76.80850772,9.667582456,3.154485428,0.09605299528,97.6076947,74.08582606,274,4346,173,2934,6.513097028,9.605299528,97.6076947
Engine,Composite,7,Used,South America,Gulfstream,CRJ900,Aircraft Maintenance,847,111,1566,784,851,161,1210,100,92.47497797,1.607518806,4.224430651,0.5433425591,59.73225483,76.17778295,736,782,690,1110,-2.616911846,54.33425591,59.73225483
Engine,Composite,34,New,Australia,Boeing,G650,Building Materials,354,153,1060,498,971,117,3702,461,62.28947211,6.651551998,2.216204709,0.05858940342,20.31907099,82.56528555,201,562,854,3241,4.435347289,5.858940342,20.31907099
Landing Gear,Aluminum,45,Used,South America,Bombardier,E175,Art Installations,633,136,5950,929,136,190,4583,430,81.27448067,8.871815223,4.230604326,0.5723225559,18.0340183,86.87740921,497,5021,-54,4153,4.641210897,57.23225559,18.0340183
Wing,Steel,10,Used,Africa,Embraer,737,Automotive Components,375,107,4474,630,441,178,4419,155,86.94938962,7.482728176,3.723779815,0.02158469199,98.24943771,14.46379057,268,3844,263,4264,3.758948361,2.158469199,98.24943771
Wing,Aluminum,33,Used,Australia,Embraer,G650,Automotive Components,535,167,6900,571,555,56,4923,147,77.33286039,5.596529934,3.350287136,0.5957575589,94.71874016,55.11762336,368,6329,499,4776,2.246242797,59.57575589,94.71874016
Fuselage,Composite,24,Used,Europe,Gulfstream,G650,Building Materials,222,184,5463,816,209,152,1523,384,53.76855465,1.26561575,4.348497964,0.7884806558,85.17241713,77.13733499,38,4647,57,1139,-3.082882214,78.84806558,85.17241713
Wing,Steel,39,New,South America,Boeing,737,Furniture,367,79,4125,409,513,27,785,485,73.17634565,5.154740765,2.392293869,0.2137621151,33.65172949,63.10572276,288,3716,486,300,2.762446896,21.37621151,33.65172949
Wing,Steel,16,New,North America,Cessna,G650,Furniture,255,61,9911,673,238,137,4348,316,51.62578838,6.292053122,4.032910245,0.08534644145,46.52777482,92.71924834,194,9238,101,4032,2.259142877,8.534644145,46.52777482
Fuselage,Aluminum,29,Used,Europe,Airbus,737,Building Materials,771,195,2117,971,579,116,4600,256,80.83828295,5.483058752,4.957688308,0.3836999133,6.22948172,45.97557245,576,1146,463,4344,0.5253704443,38.36999133,6.22948172
Avionics,Titanium,2,New,South America,Airbus,G650,Art Installations,711,166,6673,328,283,183,3509,431,56.36203355,8.987813413,2.211031544,0.9613857798,52.04458445,3.256764682,545,6345,100,3078,6.776781869,96.13857798,52.04458445
Wing,Composite,21,Used,Africa,Cessna,A320,Furniture,161,138,2081,217,353,126,1395,446,54.85269568,5.408685099,4.194720141,0.0962800803,83.85255511,87.4878917,23,1864,227,949,1.213964958,9.62800803,83.85255511
Engine,Composite,22,Used,North America,Gulfstream,737,Building Materials,690,160,3600,889,580,142,937,192,81.0655997,8.392907218,4.979776716,0.5584895697,61.49555114,34.41544174,530,2711,438,745,3.413130502,55.84895697,61.49555114
Wing,Steel,8,New,North America,Airbus,737,Art Installations,762,148,8711,815,157,24,3764,232,91.77803718,6.711077532,3.797738845,0.9393845335,29.86694223,3.311913102,614,7896,133,3532,2.913338687,93.93845335,29.86694223
Wing,Aluminum,48,Used,North America,Cessna,A320,Aircraft Maintenance,902,99,1224,490,754,77,722,157,59.70718244,1.440964788,1.558015059,0.04259377015,90.42418288,37.1981988,803,734,677,565,-0.1170502711,4.259377015,90.42418288
Avionics,Aluminum,11,Used,Asia,Airbus,G650,Furniture,654,120,6185,730,455,57,2541,166,90.12252584,1.466767623,2.609238795,0.6963009163,94.40179229,87.12013535,534,5455,398,2375,-1.142471172,69.63009163,94.40179229
Avionics,Titanium,5,New,Europe,Gulfstream,Citation X,Furniture,783,22,3755,323,683,69,3634,111,62.24021533,5.684098535,2.420967042,0.3220458646,17.72787542,60.78645415,761,3432,614,3523,3.263131493,32.20458646,17.72787542
Avionics,Aluminum,32,Used,Africa,Cessna,G650,Art Installations,673,40,5313,974,330,171,3115,260,69.02830819,9.475081151,3.877256653,0.8442942602,44.08010321,18.11983076,633,4339,159,2855,5.597824499,84.42942602,44.08010321
Fuselage,Titanium,6,Used,Asia,Gulfstream,737,Aircraft Maintenance,637,139,5539,421,194,182,3963,412,55.43488916,1.837729509,2.499162846,0.7280983136,28.79995192,81.91086451,498,5118,12,3551,-0.6614333377,72.80983136,28.79995192
Engine,Composite,31,New,South America,Gulfstream,G650,Aircraft Maintenance,961,175,9495,378,207,195,864,182,82.22795161,9.594360046,1.62931356,0.2556332641,60.42742356,53.38392808,786,9117,12,682,7.965046486,25.56332641,60.42742356
Landing Gear,Aluminum,27,New,South America,Cessna,E175,Furniture,561,58,3030,865,945,52,3762,458,61.43327337,9.404813064,2.160823501,0.923714793,72.34164376,28.73217446,503,2165,893,3304,7.243989563,92.3714793,72.34164376
Avionics,Composite,39,New,Europe,Cessna,737,Automotive Components,848,67,7858,803,735,129,1876,478,72.96395314,8.418809319,1.629454592,0.01009263394,97.98438606,28.87358437,781,7055,606,1398,6.789354727,1.009263394,97.98438606
Fuselage,Steel,2,Used,Asia,Bombardier,A320,Art Installations,757,162,4040,772,858,42,1106,474,58.27763301,8.312239266,1.366666656,0.3441224051,91.37429673,16.22886537,595,3268,816,632,6.94557261,34.41224051,91.37429673
Wing,Composite,26,New,South America,Boeing,Citation X,Art Installations,533,37,2745,337,341,149,1532,162,84.20560458,2.852313133,1.100792369,0.2803882397,47.97865814,45.26123331,496,2408,192,1370,1.751520765,28.03882397,47.97865814
Wing,Composite,3,Used,Europe,Bombardier,737,Furniture,742,69,7831,400,830,51,3748,193,57.06939692,2.313041733,3.01920778,0.7968875809,8.905254287,44.36071072,673,7431,779,3555,-0.7061660477,79.68875809,8.905254287
Engine,Aluminum,37,New,Europe,Airbus,Citation X,Aircraft Maintenance,744,195,8212,323,959,93,2118,338,79.40718454,4.918616097,1.075979136,0.9631512195,44.81345895,26.79449769,549,7889,866,1780,3.842636961,96.31512195,44.81345895
Landing Gear,Titanium,16,Used,North America,Boeing,Citation X,Automotive Components,580,160,9533,663,807,113,2962,146,52.91716886,1.657011049,4.477874166,0.9326909869,76.72811089,0.4100124052,420,8870,694,2816,-2.820863117,93.26909869,76.72811089
Landing Gear,Aluminum,26,Used,Australia,Embraer,737,Automotive Components,662,198,6568,347,771,98,964,485,66.53850618,1.126290603,4.370511225,0.7479254058,5.232257519,73.66510083,464,6221,673,479,-3.244220622,74.79254058,5.232257519
Fuselage,Aluminum,35,New,Europe,Cessna,Citation X,Automotive Components,689,120,5181,242,230,104,4198,443,64.37285725,4.550738553,3.694587831,0.9055820016,88.4975406,59.7965573,569,4939,126,3755,0.8561507221,90.55820016,88.4975406
Wing,Composite,15,Used,Australia,Embraer,CRJ900,Building Materials,515,184,8600,498,838,144,2565,102,93.47694668,7.900876161,4.709037044,0.32560208,59.09479569,96.46274469,331,8102,694,2463,3.191839117,32.560208,59.09479569
Landing Gear,Steel,22,New,Asia,Boeing,E175,Furniture,477,198,9581,575,838,162,574,408,52.36406222,3.466691155,2.350069762,0.1116098944,47.44498709,38.57883982,279,9006,676,166,1.116621393,11.16098944,47.44498709
Wing,Aluminum,38,New,Australia,Boeing,737,Aircraft Maintenance,107,139,3896,549,448,119,3595,335,54.37449535,8.226766118,1.041358224,0.3265861581,33.84992652,15.8627005,-32,3347,329,3260,7.185407894,32.65861581,33.84992652
Engine,Titanium,0,Used,Europe,Bombardier,CRJ900,Art Installations,688,71,8511,446,922,127,1509,303,59.69233045,7.098773381,1.963177169,0.09942155222,67.54870753,77.20951107,617,8065,795,1206,5.135596212,9.942155222,67.54870753
Engine,Composite,32,Used,Europe,Embraer,Citation X,Aircraft Maintenance,373,26,4534,500,517,55,2106,456,86.62052314,8.635742282,1.291492068,0.04702264144,32.89420921,95.47814619,347,4034,462,1650,7.344250215,4.702264144,32.89420921
Avionics,Composite,30,New,Asia,Cessna,737,Furniture,243,40,2292,407,139,148,1715,301,52.76134112,1.16109636,3.436947934,0.3567499302,75.70139807,40.80782421,203,1885,-9,1414,-2.275851573,35.67499302,75.70139807
Wing,Aluminum,16,Used,Asia,Bombardier,G650,Furniture,755,104,1246,812,595,68,797,124,87.0773425,3.048397869,4.419986875,0.03098277708,45.30169696,96.70583745,651,434,527,673,-1.371589006,3.098277708,45.30169696
Fuselage,Titanium,1,Used,Asia,Embraer,737,Furniture,356,191,1761,279,555,107,4732,449,84.82063024,3.078636042,2.042827023,0.6552136004,55.47547956,75.12361169,165,1482,448,4283,1.035809019,65.52136004,55.47547956
Landing Gear,Composite,35,Used,Europe,Embraer,Citation X,Furniture,314,91,7301,800,718,60,4153,213,66.61070208,4.165278187,2.491375219,0.3888340195,45.61910752,89.69496397,223,6501,658,3940,1.673902968,38.88340195,45.61910752
Engine,Steel,44,Used,Australia,Cessna,737,Aircraft Maintenance,297,156,5142,491,216,144,4738,356,94.5776087,9.91379374,1.937308864,0.07921200765,88.44317572,17.54392611,141,4651,72,4382,7.976484876,7.921200765,88.44317572
Landing Gear,Aluminum,43,New,Europe,Embraer,CRJ900,Art Installations,367,198,4800,764,442,184,859,468,75.01396552,4.284307874,1.827653846,0.729135273,91.116602,35.16989247,169,4036,258,391,2.456654028,72.9135273,91.116602
Landing Gear,Titanium,43,New,Africa,Boeing,A320,Aircraft Maintenance,366,23,8938,478,944,108,4997,465,78.57954172,9.25490461,1.866555652,0.1516898022,64.17357577,58.95033761,343,8460,836,4532,7.388348958,15.16898022,64.17357577
Wing,Aluminum,16,Used,Africa,Bombardier,CRJ900,Automotive Components,370,136,2700,611,945,86,3101,147,86.14106658,7.97323639,3.062947712,0.7628262307,26.83183225,14.41218891,234,2089,859,2954,4.910288678,76.28262307,26.83183225
Engine,Steel,34,Used,Europe,Airbus,Citation X,Art Installations,298,135,1898,837,383,198,2657,100,77.43810009,9.325744764,2.722904917,0.6216499417,75.03976149,91.1748731,163,1061,185,2557,6.602839848,62.16499417,75.03976149
Fuselage,Titanium,9,Used,Africa,Gulfstream,A320,Building Materials,351,165,3117,505,402,60,2761,250,61.60384668,1.058630209,4.461600258,0.1496183274,33.64025592,81.53595224,186,2612,342,2511,-3.402970049,14.96183274,33.64025592
Landing Gear,Aluminum,40,Used,Australia,Embraer,CRJ900,Aircraft Maintenance,881,62,9830,441,636,140,1656,328,84.21197383,8.541772136,3.014295271,0.6933369107,65.29740359,1.350251099,819,9389,496,1328,5.527476865,69.33369107,65.29740359
Landing Gear,Titanium,22,Used,Asia,Bombardier,G650,Automotive Components,893,23,7131,464,601,161,4197,287,91.62452881,1.277657039,1.9065786,0.6176388906,23.05914736,19.44333456,870,6667,440,3910,-0.6289215606,61.76388906,23.05914736
Avionics,Titanium,30,Used,North America,Boeing,737,Automotive Components,771,68,1940,239,177,191,761,338,80.97663681,6.819799006,3.925704029,0.3955666979,23.44084664,86.16589274,703,1701,-14,423,2.894094977,39.55666979,23.44084664
Avionics,Composite,40,Used,Asia,Gulfstream,737,Furniture,469,186,5463,662,797,77,2767,486,74.93220811,3.103250318,2.001045148,0.3146554374,27.67227828,0.5148207965,283,4801,720,2281,1.102205169,31.46554374,27.67227828
Avionics,Aluminum,30,Used,Australia,Embraer,A320,Building Materials,633,27,1992,434,369,105,827,376,61.08539588,5.013817953,2.566532104,0.4070805011,18.72781345,11.85921343,606,1558,264,451,2.447285849,40.70805011,18.72781345
Fuselage,Steel,7,New,South America,Cessna,E175,Art Installations,655,165,1345,955,227,123,3948,368,88.93511308,3.199392734,3.244718264,0.02354651498,94.00558708,55.78851835,490,390,104,3580,-0.04532552973,2.354651498,94.00558708
Landing Gear,Steel,29,New,Europe,Cessna,A320,Building Materials,886,95,8695,559,962,100,2175,307,83.15200738,3.626943848,3.907271772,0.7681302097,28.3254682,21.89454103,791,8136,862,1868,-0.2803279241,76.81302097,28.3254682
Wing,Composite,0,Used,Africa,Bombardier,737,Art Installations,130,183,2348,851,639,138,4521,256,54.67082103,4.973196442,4.061910325,0.97944703,51.32180621,77.21818789,-53,1497,501,4265,0.9112861167,97.944703,51.32180621
Avionics,Titanium,26,Used,North America,Gulfstream,E175,Building Materials,966,106,6289,411,326,184,1147,339,88.79471975,2.58975612,3.053514635,0.648097338,34.96609591,9.662260944,860,5878,142,808,-0.4637585152,64.8097338,34.96609591
Engine,Aluminum,16,Used,Asia,Bombardier,737,Automotive Components,418,169,5919,589,412,106,3077,323,57.62134414,7.809004714,1.266732644,0.7498011345,70.37952402,55.64849855,249,5330,306,2754,6.54227207,74.98011345,70.37952402
Avionics,Steel,11,Used,Australia,Airbus,737,Building Materials,121,82,3062,331,434,56,4878,314,75.93821574,3.169943693,3.531704771,0.3693131679,1.762736188,27.82251997,39,2731,378,4564,-0.3617610783,36.93131679,1.762736188
